HYBAS_ID;year;LAI;LST;NPP;Precip;EI;Ksat;SOM;Alt_moy;Prop_burn
1120864690;2004;1.37330843;29.0430372;0.63662455;1368.784485;0.665342664;16.30976618;2.039928198;296.1510315;0.409697532
1120874610;2004;1.2504554;29.98557572;0.624083332;1357.551235;0.664230529;18.96877647;1.780265689;305.5918274;0.207290363
1121977820;2004;1.335911833;29.57177765;0.633620194;1356.825527;0.656970491;21.54474419;1.500119925;309.8302917;0.481453202
1120857450;2004;1.416807944;29.92054358;0.610038152;1406.362235;0.60817884;22.3254376;1.591332793;285.4307861;0.457902268
1121981400;2004;1.307323727;30.28541908;0.572918757;1334.016665;0.657759164;18.80837014;1.755437016;332.4242554;0.034710401
1121977810;2004;1.35283043;30.13102442;0.633917099;1366.81753;0.657525409;19.32783862;1.724930406;335.1922913;0.179801913
1121975100;2004;1.245636543;30.30113129;0.586012919;1307.207639;0.631309179;27.95712002;1.4008255;322.9745483;0.000309519
1120856310;2004;1.234160173;30.27242807;0.575515589;1371.441883;0.585238293;22.71568417;1.556748629;287.6834106;0.031087423
1121974190;2004;1.45276282;29.69496668;0.60929532;1435.871603;0.611872346;20.56972777;1.513174176;294.8814697;0.410064716
1121979280;2004;1.389779193;30.00232442;0.590568232;1325.854282;0.675935265;18.48522395;1.646202326;350.9183655;0.014615169
1121974020;2004;1.375683365;30.41753558;0.559469732;1378.177785;0.598349414;21.35612413;1.552264094;301.4755859;0.059610058
1120852350;2004;1.330515449;31.03281948;0.504808798;1392.820194;0.562853078;21.00005908;1.460385919;299.6421509;0.03900791
1120879700;2004;1.338037703;28.8767036;0.661994611;1327.946156;0.724740378;18.48894734;2.060117722;249.575119;0.613552278
1120870380;2004;1.336384912;28.66095898;0.646808233;1177.070872;0.772307411;21.59405059;2.295966148;289.4528503;0.07766369
1121981670;2004;1.388018792;28.67761786;0.64676962;1404.270747;0.668345827;16.03313824;2.163295031;285.926239;0.354483038
1120878780;2004;1.388463103;28.67586515;0.649812456;1442.223159;0.657991813;15.14086098;2.358321428;281.2926941;0.145308133
1120867640;2004;1.394526119;28.52857744;0.63195944;1167.20472;0.774379931;20.46849834;2.266845226;289.3864746;0.088895358
1120877470;2004;1.333188288;29.06663647;0.662759191;1444.578289;0.651035533;17.21716219;2.019060612;277.0557556;0.160281201
1121981440;2004;1.373015473;28.65244339;0.650780826;1395.490722;0.678734739;15.13253521;2.146601915;312.8416443;0.172954034
1120864520;2004;1.365807163;29.88653562;0.628519369;1364.105857;0.652938006;19.17260753;1.630057693;297.0316467;0.411606218
1120874440;2004;1.299814795;29.40800076;0.666108593;1371.233694;0.682817302;15.36376845;1.966478229;318.4694519;0.406338523
1121976480;2004;1.367879131;30.19559887;0.616669263;1344.11673;0.660482165;23.44859072;1.462740421;329.0720825;0.184814607
1120881500;2005;1.023021035;32.90651292;0.669299186;954.7879563;0.936679246;30.48301412;1.930765152;198.9049988;0.369347811
1120879710;2005;1.274744849;30.44713879;0.690757754;975.8613311;0.995151041;22.95102248;1.886775017;231.4894562;0.720113075
1121982320;2005;1.184291652;30.43530769;0.676751086;968.0000609;0.968722966;23.32984656;1.823858738;234.569519;0.706006948
1121981520;2005;1.232158087;30.24170086;0.667114126;977.1127688;0.961183096;21.32810544;2.17188549;263.4290771;0.703853741
1121979460;2005;1.369522761;30.08834776;0.643500393;1021.93501;0.929766227;17.76820131;2.095099211;274.5751038;0.746275338
1120866340;2005;1.273539673;30.67115719;0.610327752;1002.261897;0.900702349;20.82444656;2.171040535;279.1000671;0.627694473
1120862240;2005;1.291179148;31.10523142;0.603669961;1126.230578;0.815091804;20.75846037;1.975246787;272.8048706;0.927572828
1120857660;2005;1.289571176;31.22620181;0.579894911;1105.369583;0.797595074;23.51922953;1.417933583;263.6818542;0.711821885
1120856300;2005;1.239644837;32.3812228;0.544816019;1121.374876;0.740839729;24.91769264;1.368101239;286.1997681;0.275863804
1120852360;2005;1.11630668;33.95166946;0.534444743;1151.930572;0.664474241;22.38429115;1.491633534;277.245636;0.037264279
1120880130;2005;1.221784726;31.67864783;0.7244771;963.7974657;1.01851815;24.88569429;1.7777704;223.0477142;0.818069728
1120879890;2005;1.293780108;30.66025632;0.710625094;1007.230542;1.000631044;21.60639677;2.084671021;247.3384399;0.440157737
1120878770;2005;1.339060848;30.3078787;0.702930984;1060.277134;0.928084528;19.29673806;2.012220144;248.4634705;0.400967873
1120877670;2005;1.444076088;30.03535463;0.708427823;1088.049444;0.923455005;19.99267861;2.022885561;271.3052063;0.291359334
1120866330;2005;1.33703271;30.45990529;0.629722036;1052.309879;0.901062112;18.35243131;1.965905786;264.0189209;0.901020604
1121982380;2005;1.397074293;30.49162195;0.703053768;1119.980234;0.895876449;16.2833779;2.14945817;290.7945251;0.674089939
1121978110;2005;1.36745003;30.79210723;0.614421589;1106.143989;0.853881202;17.59832668;1.884655237;289.5663147;0.801982694
1120862250;2005;1.349940289;30.41244009;0.607823498;1037.469002;0.888995949;21.80946046;1.608072877;281.1547546;0.588239021
1120864690;2005;1.339972553;30.71279968;0.629819418;1138.753724;0.826115638;16.30976618;2.039928198;296.1510315;0.725522093
1120874610;2005;1.378397241;30.76701985;0.667067303;1119.323179;0.905041295;18.96877647;1.780265689;305.5918274;0.459359477
1121977820;2005;1.345618628;30.789911;0.612263583;1194.660364;0.75704522;21.54474419;1.500119925;309.8302917;0.531171567
1120857450;2005;1.346158555;31.36607859;0.587208962;1187.437354;0.7713739;22.3254376;1.591332793;285.4307861;0.570387619
1121981400;2005;1.414848089;31.02979635;0.603618139;1173.511067;0.851195156;18.80837014;1.755437016;332.4242554;0.259432571
1121977810;2005;1.413437877;30.48951315;0.623700781;1236.535385;0.768804198;19.32783862;1.724930406;335.1922913;0.649825097
1121975100;2005;1.238083913;31.91213993;0.568952429;1033.187881;0.821059761;27.95712002;1.4008255;322.9745483;0.04212938
1120856310;2005;1.23506382;32.42162116;0.564816613;1071.224641;0.783184518;22.71568417;1.556748629;287.6834106;0.400550811
1121974190;2005;1.372126287;31.14684424;0.598881136;1217.830451;0.783106161;20.56972777;1.513174176;294.8814697;0.334702801
1121979280;2005;1.531840616;30.40303527;0.592102078;1225.072095;0.80381419;18.48522395;1.646202326;350.9183655;0.266860064
1121974020;2005;1.306148663;31.57382271;0.543487096;1237.743215;0.717109135;21.35612413;1.552264094;301.4755859;0.143538233
1120852350;2005;1.272635436;32.27035982;0.488717859;1194.476151;0.70148212;21.00005908;1.460385919;299.6421509;0.12583877
1120879700;2005;1.343503906;29.86387849;0.708956973;1021.864296;0.998738915;18.48894734;2.060117722;249.575119;0.732590684
1120870380;2005;1.243111393;30.10219187;0.647687631;950.6267987;0.968779528;21.59405059;2.295966148;289.4528503;0.672763144
1121981670;2005;1.375848919;29.64081489;0.678633894;1096.948325;0.888014047;16.03313824;2.163295031;285.926239;0.557494167
1120878780;2005;1.365822245;29.58071781;0.692568099;1110.334628;0.901416148;15.14086098;2.358321428;281.2926941;0.424142013
1120867640;2005;1.277823731;29.68145834;0.630720074;961.0602677;0.955041622;20.46849834;2.266845226;289.3864746;0.632714496
1120877470;2005;1.390467167;29.96650543;0.692488575;1118.082777;0.875495375;17.21716219;2.019060612;277.0557556;0.62998459
1121981440;2005;1.405911347;29.85714583;0.652965336;1182.506755;0.810877316;15.13253521;2.146601915;312.8416443;0.735599978
1120864520;2005;1.378859996;31.04659995;0.611035474;1154.966937;0.813798224;19.17260753;1.630057693;297.0316467;0.627288465
1120874440;2005;1.415155931;30.15609407;0.687431982;1178.780772;0.862604042;15.36376845;1.966478229;318.4694519;0.574341341
1121976480;2005;1.376614433;30.90082198;0.568892842;1239.38713;0.73987912;23.44859072;1.462740421;329.0720825;0.507096156
1120881500;2006;1.015678308;33.35451131;0.625506205;1022.368925;0.84319598;30.48301412;1.930765152;198.9049988;0.006233979
1120879710;2006;1.200003094;31.33424287;0.659044672;1041.207359;0.892780551;22.95102248;1.886775017;231.4894562;0.485778103
1121982320;2006;1.192672548;31.81083423;0.651043449;1040.282486;0.87903012;23.32984656;1.823858738;234.569519;0.546412628
1121981520;2006;1.147847582;31.70602608;0.651990849;1015.707612;0.886584027;21.32810544;2.17188549;263.4290771;0.458349255
1121979460;2006;1.270454283;31.48854696;0.645354483;1039.602257;0.886496595;17.76820131;2.095099211;274.5751038;0.660203604
1120866340;2006;1.176423136;32.4175236;0.598123321;1008.513428;0.836772706;20.82444656;2.171040535;279.1000671;0.448194196
1120862240;2006;1.234309091;32.4529318;0.571125667;1051.817659;0.780598668;20.75846037;1.975246787;272.8048706;0.599792781
1120857660;2006;1.171319047;32.57128779;0.501043291;1078.506146;0.727964472;23.51922953;1.417933583;263.6818542;0.326998878
1120856300;2006;1.169855232;33.06767443;0.499664823;1074.468494;0.720745365;24.91769264;1.368101239;286.1997681;0.354511308
1120852360;2006;1.024399551;35.04939889;0.478827652;1069.911866;0.636945939;22.38429115;1.491633534;277.245636;0.001634782
1120880130;2006;1.20188398;32.41511763;0.668558257;1035.473432;0.898852164;24.88569429;1.7777704;223.0477142;0.434253995
1120879890;2006;1.328192026;30.93013216;0.641731684;1118.984457;0.869198359;21.60639677;2.084671021;247.3384399;0.383695557
1120878770;2006;1.338607149;30.71182703;0.668509134;1187.059054;0.846417085;19.29673806;2.012220144;248.4634705;0.046148801
1120877670;2006;1.308490768;31.30050404;0.684539544;1176.232836;0.829060646;19.99267861;2.022885561;271.3052063;0.2168387
1120866330;2006;1.244943705;32.25734676;0.628911748;1031.48821;0.858763606;18.35243131;1.965905786;264.0189209;0.870314054
1121982380;2006;1.304075289;30.9254868;0.642294026;1130.044718;0.838599186;16.2833779;2.14945817;290.7945251;0.570249115
1121978110;2006;1.269232052;32.02036823;0.594717784;1033.33186;0.849532644;17.59832668;1.884655237;289.5663147;0.703750368
1120862250;2006;1.229541237;31.75171551;0.55538417;1050.256419;0.789192735;21.80946046;1.608072877;281.1547546;0.180337267
1120864690;2006;1.349936624;30.84177405;0.604981676;1053.765218;0.861353415;16.30976618;2.039928198;296.1510315;0.575978711
1120874610;2006;1.33170516;31.10159422;0.604241929;1158.983673;0.805418165;18.96877647;1.780265689;305.5918274;0.345484973
1121977820;2006;1.340892472;30.97939692;0.594113018;1045.901412;0.845289993;21.54474419;1.500119925;309.8302917;0.511050808
1120857450;2006;1.265615755;32.3995362;0.537297063;1083.148899;0.752416447;22.3254376;1.591332793;285.4307861;0.729992251
1121981400;2006;1.384619826;31.32546659;0.561825889;1130.535556;0.79164915;18.80837014;1.755437016;332.4242554;0.19427135
1121977810;2006;1.387023018;31.09694682;0.610101126;1054.408651;0.861551223;19.32783862;1.724930406;335.1922913;0.28882124
1121975100;2006;1.098818084;33.40907992;0.532198142;1076.757511;0.737371639;27.95712002;1.4008255;322.9745483;0.0000722184
1120856310;2006;1.084544442;33.86208877;0.514953591;1077.424752;0.713567033;22.71568417;1.556748629;287.6834106;0.125014204
1121974190;2006;1.279306417;32.60239533;0.546916725;1061.473297;0.772253306;20.56972777;1.513174176;294.8814697;0.243612485
1121979280;2006;1.417379181;31.27589963;0.570569243;1072.221321;0.856868339;18.48522395;1.646202326;350.9183655;0.156001788
1121974020;2006;1.23453587;32.3292062;0.494415273;1076.500674;0.722756877;21.35612413;1.552264094;301.4755859;0.129553742
1120852350;2006;1.187210284;32.8569789;0.453853873;1082.055581;0.692177514;21.00005908;1.460385919;299.6421509;0.183316417
1120879700;2006;1.307169989;30.54135687;0.673814798;1073.921165;0.904260745;18.48894734;2.060117722;249.575119;0.768394763
1120870380;2006;1.139439343;32.06788278;0.621926324;1018.527725;0.862222894;21.59405059;2.295966148;289.4528503;0.196580022
1121981670;2006;1.36796607;29.95629529;0.655531023;1103.259333;0.877099843;16.03313824;2.163295031;285.926239;0.780810136
1120878780;2006;1.40957676;29.70176207;0.655886901;1123.020353;0.879960801;15.14086098;2.358321428;281.2926941;0.689845389
1120867640;2006;1.173575715;31.82556591;0.613767578;1021.830401;0.850814036;20.46849834;2.266845226;289.3864746;0.174104683
1120877470;2006;1.380947348;30.22813536;0.667168685;1134.666548;0.876048195;17.21716219;2.019060612;277.0557556;0.702209405
1121981440;2006;1.408499348;29.58137366;0.618389279;1080.505769;0.88979874;15.13253521;2.146601915;312.8416443;0.648764178
1120864520;2006;1.269535916;32.2822555;0.577674616;1007.728291;0.841606422;19.17260753;1.630057693;297.0316467;0.247107031
1120874440;2006;1.375637849;30.43998845;0.626041319;1108.88362;0.852364445;15.36376845;1.966478229;318.4694519;0.602251145
1121976480;2006;1.348837928;31.69398908;0.56313281;1014.126166;0.846620403;23.44859072;1.462740421;329.0720825;0.29775292
1120881500;2007;1.189854068;32.09960614;0.607910137;1343.049164;0.702606435;30.48301412;1.930765152;198.9049988;0.011610659
1120879710;2007;1.336651644;30.60962761;0.644122068;1346.157729;0.724731986;22.95102248;1.886775017;231.4894562;0.411245417
1121982320;2007;1.274137963;30.64071911;0.648302932;1303.653887;0.724831475;23.32984656;1.823858738;234.569519;0.388882174
1121981520;2007;1.26344604;30.54213335;0.654332529;1276.449802;0.748057229;21.32810544;2.17188549;263.4290771;0.36375629
1121979460;2007;1.315954577;30.71118888;0.64823667;1357.666584;0.712440428;17.76820131;2.095099211;274.5751038;0.85679361
1120866340;2007;1.207696364;31.80862237;0.626549985;1218.962441;0.721618222;20.82444656;2.171040535;279.1000671;0.589679573
1120862240;2007;1.263193514;31.8002196;0.620909469;1272.628167;0.703685714;20.75846037;1.975246787;272.8048706;0.678889042
1120857660;2007;1.341474877;31.67753744;0.59428102;1227.605148;0.721965461;23.51922953;1.417933583;263.6818542;0.372910484
1120856300;2007;1.311050245;32.39679672;0.580037352;1264.106776;0.689002979;24.91769264;1.368101239;286.1997681;0.142878035
1120852360;2007;1.139614696;34.35426503;0.561030663;1267.857198;0.609380327;22.38429115;1.491633534;277.245636;0.01499394
1120880130;2007;1.287707968;31.5434485;0.637502707;1385.165343;0.707146326;24.88569429;1.7777704;223.0477142;0.285207991
1120879890;2007;1.315711521;30.71022604;0.619950564;1454.817515;0.668380396;21.60639677;2.084671021;247.3384399;0.255645799
1120878770;2007;1.314996097;30.68997757;0.642880303;1521.694415;0.640146113;19.29673806;2.012220144;248.4634705;0.409744867
1120877670;2007;1.244185832;30.62553842;0.628161106;1516.615298;0.633843623;19.99267861;2.022885561;271.3052063;0.211797092
1120866330;2007;1.26654722;30.93091349;0.655419004;1341.645668;0.712350281;18.35243131;1.965905786;264.0189209;0.912614279
1121982380;2007;1.195346762;30.80987153;0.645067034;1487.201189;0.641260732;16.2833779;2.14945817;290.7945251;0.32596857
1121978110;2007;1.328001506;30.81356439;0.645170573;1371.236391;0.713921029;17.59832668;1.884655237;289.5663147;0.502989392
1120862250;2007;1.291698449;31.42415622;0.613241693;1198.247392;0.742990419;21.80946046;1.608072877;281.1547546;0.365359034
1120864690;2007;1.375413385;30.03409172;0.64108849;1453.661462;0.69180064;16.30976618;2.039928198;296.1510315;0.438631804
1120874610;2007;1.260495393;30.42418723;0.577906101;1466.138583;0.635091093;18.96877647;1.780265689;305.5918274;0.116738227
1121977820;2007;1.299456675;30.87853612;0.632799771;1420.824666;0.662268354;21.54474419;1.500119925;309.8302917;0.425347624
1120857450;2007;1.282373571;31.57561506;0.599507149;1239.459378;0.72247361;22.3254376;1.591332793;285.4307861;0.477445988
1121981400;2007;1.304252272;31.17579417;0.544092968;1420.80388;0.643283958;18.80837014;1.755437016;332.4242554;0.005131225
1121977810;2007;1.296482929;31.13730898;0.610152096;1428.418774;0.649448705;19.32783862;1.724930406;335.1922913;0.312884158
1121975100;2007;1.282130782;31.97106663;0.590827735;1205.509405;0.710995107;27.95712002;1.4008255;322.9745483;0.016022638
1120856310;2007;1.295323408;32.58216835;0.607659111;1234.674929;0.703657355;22.71568417;1.556748629;287.6834106;0.084826242
1121974190;2007;1.29170719;31.80659128;0.609241992;1263.42789;0.710131884;20.56972777;1.513174176;294.8814697;0.367854137
1121979280;2007;1.339089006;31.13867482;0.577449419;1385.906189;0.675930087;18.48522395;1.646202326;350.9183655;0.057584129
1121974020;2007;1.312471586;32.08468632;0.561394298;1220.212103;0.713358998;21.35612413;1.552264094;301.4755859;0.029611127
1120852350;2007;1.286249134;32.54440781;0.527183199;1234.460171;0.690784553;21.00005908;1.460385919;299.6421509;0.069798609
1120879700;2007;1.387712674;30.35359163;0.654020161;1419.068688;0.714528961;18.48894734;2.060117722;249.575119;0.410686244
1120870380;2007;1.228849265;30.2628609;0.654462542;1198.984481;0.770919747;21.59405059;2.295966148;289.4528503;0.093508525
1121981670;2007;1.411796313;29.96120062;0.667213179;1458.366505;0.729449257;16.03313824;2.163295031;285.926239;0.235500073
1120878780;2007;1.406728504;29.75920761;0.650791129;1491.621272;0.701761439;15.14086098;2.358321428;281.2926941;0.200874143
1120867640;2007;1.231708074;30.49171842;0.660207109;1170.722182;0.796178021;20.46849834;2.266845226;289.3864746;0.127165256
1120877470;2007;1.3136332;30.12524122;0.637413475;1506.805284;0.671897738;17.21716219;2.019060612;277.0557556;0.277553299
1121981440;2007;1.299671977;29.90627402;0.639558066;1489.931648;0.658920297;15.13253521;2.146601915;312.8416443;0.184573534
1120864520;2007;1.26141082;31.52625203;0.624512486;1327.059105;0.716732996;19.17260753;1.630057693;297.0316467;0.640273957
1120874440;2007;1.290935046;30.40709875;0.657602052;1467.003741;0.681997746;15.36376845;1.966478229;318.4694519;0.177057471
1121976480;2007;1.293298943;31.61323515;0.581939176;1341.216409;0.678507788;23.44859072;1.462740421;329.0720825;0.192405321
1120881500;2008;1.082202256;32.05839884;0.604190265;1403.156432;0.596271559;30.48301412;1.930765152;198.9049988;0.002879547
1120879710;2008;1.146667228;30.77817348;0.619857992;1436.947691;0.613252547;22.95102248;1.886775017;231.4894562;0.309049066
1121982320;2008;1.191466185;30.62920466;0.629035595;1410.030479;0.599078449;23.32984656;1.823858738;234.569519;0.305575796
1121981520;2008;1.239605732;30.52068469;0.615104879;1406.416164;0.600003546;21.32810544;2.17188549;263.4290771;0.147109275
1121979460;2008;1.247536262;30.9356422;0.607331271;1453.016307;0.584939222;17.76820131;2.095099211;274.5751038;0.120635503
1120866340;2008;1.192251855;31.67418385;0.588462484;1381.271151;0.576687999;20.82444656;2.171040535;279.1000671;0.328287015
1120862240;2008;1.223073522;32.06147486;0.585885075;1428.771682;0.544455987;20.75846037;1.975246787;272.8048706;0.245987174
1120857660;2008;1.187174327;31.75693103;0.573474872;1431.838676;0.541353691;23.51922953;1.417933583;263.6818542;0.088828525
1120856300;2008;1.186642667;32.27692705;0.546914998;1449.264298;0.513469369;24.91769264;1.368101239;286.1997681;0.087796296
1120852360;2008;1.021674979;33.17476364;0.496256662;1431.724216;0.463149168;22.38429115;1.491633534;277.245636;0
1120880130;2008;1.164625588;30.84571715;0.604948967;1421.423627;0.613026719;24.88569429;1.7777704;223.0477142;0.158853499
1120879890;2008;1.266673991;30.42221865;0.593253049;1450.71505;0.611925482;21.60639677;2.084671021;247.3384399;0.135610182
1120878770;2008;1.303357307;30.31224729;0.598059046;1502.599623;0.599845354;19.29673806;2.012220144;248.4634705;0.028865489
1120877670;2008;1.296910066;30.43920506;0.603844622;1485.949603;0.595595477;19.99267861;2.022885561;271.3052063;0.135771068
1120866330;2008;1.264467679;31.10347845;0.610540699;1440.506811;0.574927944;18.35243131;1.965905786;264.0189209;0.252608231
1121982380;2008;1.265559092;30.91253892;0.60791753;1434.90865;0.592415953;16.2833779;2.14945817;290.7945251;0.320256303
1121978110;2008;1.308409828;31.06302329;0.605858718;1455.889601;0.571799664;17.59832668;1.884655237;289.5663147;0.186679212
1120862250;2008;1.197315212;31.38278899;0.583105524;1391.310345;0.562204767;21.80946046;1.608072877;281.1547546;0.082437613
1120864690;2008;1.310239496;30.42653006;0.607381537;1506.211334;0.567772826;16.30976618;2.039928198;296.1510315;0.342184829
1120874610;2008;1.28027323;31.00491157;0.564217365;1345.608637;0.630415432;18.96877647;1.780265689;305.5918274;0.142938086
1121977820;2008;1.363582877;30.78828094;0.607914619;1456.967688;0.593469286;21.54474419;1.500119925;309.8302917;0.267506157
1120857450;2008;1.247815504;31.87411394;0.561874761;1469.538412;0.527281452;22.3254376;1.591332793;285.4307861;0.141108785
1121981400;2008;1.358962228;31.49758702;0.538628226;1343.235412;0.637956824;18.80837014;1.755437016;332.4242554;0.039533277
1121977810;2008;1.343216276;30.40130918;0.597803661;1429.092007;0.58063411;19.32783862;1.724930406;335.1922913;0.20332746
1121975100;2008;1.177267482;31.89029074;0.565880974;1419.767982;0.549479361;27.95712002;1.4008255;322.9745483;0.011157481
1120856310;2008;1.17220872;32.47780288;0.57747176;1426.050501;0.532533485;22.71568417;1.556748629;287.6834106;0.016228523
1121974190;2008;1.278713358;31.60030073;0.5684367;1443.64233;0.540066689;20.56972777;1.513174176;294.8814697;0.045832892
1121979280;2008;1.431798257;30.7509838;0.55277287;1380.025483;0.630905675;18.48522395;1.646202326;350.9183655;0.058156292
1121974020;2008;1.260995151;31.52911256;0.514149119;1465.804882;0.519386047;21.35612413;1.552264094;301.4755859;0.002888427
1120852350;2008;1.212793746;32.00008258;0.480866243;1461.767063;0.507696212;21.00005908;1.460385919;299.6421509;0.012778255
1120879700;2008;1.253555187;30.32731748;0.626416228;1483.003004;0.623515501;18.48894734;2.060117722;249.575119;0.463112327
1120870380;2008;1.207816295;30.05697603;0.622310489;1366.360192;0.612066949;21.59405059;2.295966148;289.4528503;0.050066347
1121981670;2008;1.324447063;30.13571572;0.632317438;1540.668799;0.574505823;16.03313824;2.163295031;285.926239;0.462209529
1120878780;2008;1.353324096;30.03278252;0.631849661;1525.197481;0.599686887;15.14086098;2.358321428;281.2926941;0.331060911
1120867640;2008;1.193711499;29.74527103;0.626961035;1356.68856;0.612423866;20.46849834;2.266845226;289.3864746;0.032909639
1120877470;2008;1.35044136;30.37105303;0.631794004;1518.590827;0.593176097;17.21716219;2.019060612;277.0557556;0.421257015
1121981440;2008;1.380005146;30.1206034;0.625594345;1487.873809;0.599038041;15.13253521;2.146601915;312.8416443;0.451361656
1120864520;2008;1.341400503;31.14771268;0.594950142;1411.693181;0.588224536;19.17260753;1.630057693;297.0316467;0.051579013
1120874440;2008;1.336864355;30.56074878;0.620887404;1416.352339;0.620179845;15.36376845;1.966478229;318.4694519;0.3452969
1121976480;2008;1.346267345;30.76602184;0.55876572;1384.368558;0.602202648;23.44859072;1.462740421;329.0720825;0.088144471
1120881500;2009;1.175494267;32.47640409;0.488317837;1189.904236;0.667904309;30.48301412;1.930765152;198.9049988;0.055366011
1120879710;2009;1.272493361;31.51344558;0.517339235;1232.610496;0.708642357;22.95102248;1.886775017;231.4894562;0.443958932
1121982320;2009;1.223924778;32.11869484;0.507239161;1238.106198;0.65670561;23.32984656;1.823858738;234.569519;0.621832975
1121981520;2009;1.25251786;31.06003269;0.488526853;1218.788852;0.677517208;21.32810544;2.17188549;263.4290771;0.3812419
1121979460;2009;1.330981439;30.97967537;0.468084604;1257.965712;0.687925813;17.76820131;2.095099211;274.5751038;0.78609327
1120866340;2009;1.271082554;31.46613233;0.448575646;1174.966983;0.676791659;20.82444656;2.171040535;279.1000671;0.660884369
1120862240;2009;1.316836748;31.57932388;0.433218241;1250.266562;0.658547887;20.75846037;1.975246787;272.8048706;0.781956681
1120857660;2009;1.327464502;31.40629734;0.413207156;1263.063402;0.616156993;23.51922953;1.417933583;263.6818542;0.184622283
1120856300;2009;1.354400887;31.71666036;0.386086072;1319.698273;0.569962671;24.91769264;1.368101239;286.1997681;0.046301335
1120852360;2009;1.131103051;33.15641984;0.374775693;1348.518888;0.479344381;22.38429115;1.491633534;277.245636;0
1120880130;2009;1.309185346;31.79347959;0.509557367;1210.911644;0.735327234;24.88569429;1.7777704;223.0477142;0.436653783
1120879890;2009;1.272703281;30.89954699;0.49122758;1270.777258;0.717420264;21.60639677;2.084671021;247.3384399;0.333365147
1120878770;2009;1.277560377;30.76612891;0.51547432;1321.456117;0.701075483;19.29673806;2.012220144;248.4634705;0.234200283
1120877670;2009;1.301718967;30.3674964;0.496343416;1315.541819;0.683697369;19.99267861;2.022885561;271.3052063;0.308185079
1120866330;2009;1.317526361;30.78489602;0.441896034;1238.844882;0.678468135;18.35243131;1.965905786;264.0189209;0.848443993
1121982380;2009;1.31536465;30.43766732;0.492045547;1320.102964;0.680948757;16.2833779;2.14945817;290.7945251;0.461242269
1121978110;2009;1.338666692;31.21415374;0.435365484;1298.285289;0.675391373;17.59832668;1.884655237;289.5663147;0.70684496
1120862250;2009;1.324139151;31.29964178;0.428253062;1195.60428;0.665756758;21.80946046;1.608072877;281.1547546;0.327379689
1120864690;2009;1.364049704;30.71911675;0.440550858;1357.050402;0.651205219;16.30976618;2.039928198;296.1510315;0.768519371
1120874610;2009;1.344594532;30.66754114;0.45042481;1298.316837;0.68298405;18.96877647;1.780265689;305.5918274;0.186682549
1121977820;2009;1.360886098;31.37410266;0.426679364;1376.262304;0.634797981;21.54474419;1.500119925;309.8302917;0.526054483
1120857450;2009;1.446127879;31.32344201;0.406618419;1330.994884;0.620570204;22.3254376;1.591332793;285.4307861;0.087597428
1121981400;2009;1.364837889;31.20001891;0.401359703;1338.262205;0.641550514;18.80837014;1.755437016;332.4242554;0.032195471
1121977810;2009;1.415032032;31.39945226;0.416519764;1376.293379;0.636730017;19.32783862;1.724930406;335.1922913;0.174638616
